sa1_code_2021,lon,lat
80104103508,149.14224035422188,-35.1560341069824
80104103509,149.13438592375542,-35.161622004431635
80104103510,149.14490153240274,-35.155951994597814
80104103511,149.1388692698114,-35.15932123634103
80104103512,149.1378416537202,-35.152526009701575
80104103513,149.1416646446176,-35.1524674993315
80104103514,149.1476196053821,-35.151458499882246
80104103515,149.14713625875865,-35.15385450004721
80104103516,149.13661685023766,-35.157779599648165
80104103517,149.15273499978375,-35.15166020367344
80104103518,149.1490364345364,-35.15652815590207
80104103519,149.14053386420252,-35.15657395082699
80104103520,149.1383037542889,-35.16314086547488
80104103521,149.1412670026621,-35.150744074556876
80104103522,149.1427153581913,-35.1611823698468
80104103601,149.09030897492073,-35.17617189995739
80104103604,149.09910350490844,-35.16483899292281
80104103605,149.08717276492274,-35.17452359684622
80104103606,149.1017656541681,-35.155969394489375
80104103607,149.09324063224034,-35.16612300985706
80104103608,149.09214640427422,-35.17498330501213
80104103609,149.09463398931456,-35.172659836584636
80104103610,149.09771458012182,-35.1699242243173
80104103611,149.08869002842073,-35.17003731990636
80104103612,149.10010421555853,-35.16026099995981
80104103613,149.1007416618808,-35.15822948985946
80104103614,149.09683611221556,-35.161257509664125
80104103615,149.09658045977054,-35.156849001861296
80104103616,149.09345290863357,-35.16998951977704
80104103617,149.0965274942031,-35.164345936683205
80104103618,149.09708399423334,-35.17379326743105
80104103702,149.1046653027175,-35.20347100489269
80104103703,149.10511918280307,-35.20001888446014
80104103704,149.0997019787204,-35.20293988438004
80104103705,149.1080999501209,-35.201878994572525
80104103706,149.10494566422278,-35.205927749447326
80104103707,149.10506237424275,-35.2016813842934
80104103708,149.10697503929794,-35.19787292974634
80104103709,149.1108860004144,-35.20197950469709
80104103710,149.10838727626452,-35.208102709637295
80104103711,149.10918340189687,-35.20430300472278
80104103712,149.10928583768705,-35.20042313483569
80104103713,149.11346406556683,-35.200764689750905
80104103714,149.11372727014847,-35.20479590448197
80104103804,149.1474154641321,-35.16914918562454
80104103805,149.15280352417196,-35.15727120737774
80104103806,149.15039499985974,-35.169428599381106
80104103807,149.1459857064242,-35.16332323478993
80104103808,149.1457160276843,-35.174475149512695
80104103809,149.14391358950775,-35.16608627496892
80104103810,149.14889761248568,-35.17295906432727
80104103811,149.14413514459957,-35.16911774958007
80104103812,149.14877576679717,-35.16109550444771
80104103813,149.1441877975533,-35.1771514295116
80104103814,149.1414268794265,-35.17528121939292
80104103815,149.14078358417345,-35.16892498333377
80104103907,149.14459319915622,-35.195715034849364
80104103908,149.14275330482556,-35.200730559501814
80104103910,149.14742949042693,-35.19891189989298
80104103911,149.14590857437895,-35.18791907955772
80104103912,149.14195352664325,-35.204086839994716
80104103913,149.1504949347401,-35.190067496708814
80104103914,149.137177729555,-35.19974413434663
80104103915,149.14587400451185,-35.19075480482598
80104103916,149.14978533932754,-35.19552521152708
80104103917,149.15068055991546,-35.19156201560753
80104103918,149.14429250967444,-35.188400569336906
80104103919,149.1349820125403,-35.20415144445896
80104103920,149.1478151776026,-35.1882852645129
80104103921,149.14830210491075,-35.20192102770918
80104103922,149.1457047035219,-35.20150429436267
80104103923,149.1416322801145,-35.199052664538165
80104103924,149.14376278662607,-35.2055440844476
80104103925,149.13749971449892,-35.20545181132927
80104103926,149.1494715074931,-35.18894379493847
80104103927,149.14755867445297,-35.19514359837257
80104103928,149.14830646982472,-35.19209774300853
80104103929,149.14993839248902,-35.19300212952003
80104104001,149.1375122217426,-35.18241175996241
80104104002,149.13730399585302,-35.17586137992542
80104104005,149.14326818950204,-35.18242626653511
80104104006,149.14063223421775,-35.18276757993697
80104104007,149.1471518741732,-35.183445944795636
80104104008,149.15210832066848,-35.18419076936923
80104104011,149.13599364041605,-35.19454362476335
80104104013,149.14092417949857,-35.17951013786475
80104104014,149.1300803354296,-35.17820985941912
80104104015,149.137947809434,-35.17906103867626
80104104017,149.1471317078934,-35.186504439552166
80104104018,149.14172113966578,-35.1874546475027
80104104019,149.1280412531594,-35.18728781446225
80104104020,149.1294462452132,-35.18344159464077
80104104021,149.13532712910282,-35.187587939837954
80104104022,149.13338702410894,-35.18591646987984
80104104023,149.12628981413815,-35.18580029446197
80104104024,149.13496183637903,-35.178811409643615
80104104025,149.15067239961942,-35.187601462438714
80104104026,149.13463097967332,-35.18182822692736
80104104027,149.13608388876276,-35.18459967987192
80104104028,149.13068334483543,-35.18136732471131
80104104029,149.1306410548468,-35.18223401495627
80104104030,149.12961761771825,-35.18182690460084
80104104031,149.1322019989255,-35.180768609898976
80104104032,149.13238477913637,-35.18200269674755
80104104301,149.0679465343251,-35.170026839627226
80104104302,149.0547278303092,-35.16689042984216
80104104401,149.1530789898589,-35.188298970537495
80104104402,149.15726433419235,-35.18783650233906
80104104404,149.15826914744835,-35.19651695497947
80104104405,149.16224590926112,-35.19816176933056
80104104409,149.15918323625058,-35.193401254733104
80104104410,149.14893815435275,-35.204941328695284
80104104411,149.1574230745879,-35.19984415235999
80104104412,149.15311654392934,-35.191485020016344
80104104413,149.16087599282585,-35.20090826992001
80104104414,149.15082032250234,-35.20522500436321
80104104415,149.1510424345496,-35.2026630183978
80104104416,149.15737699460706,-35.20798827832449
80104104417,149.1612097816326,-35.20599150981548
80104104418,149.15126398964142,-35.19603695872108
80104104419,149.15009810935328,-35.19996885135266
80104104420,149.1540820253489,-35.19307117980068
80104104421,149.1494109394834,-35.20293553380081
80104104422,149.15735075481766,-35.20419216473315
80104104423,149.15605031498478,-35.191213494716564
80104104424,149.1542405842848,-35.207933499795026
80104104425,149.15360123443247,-35.19795447860623
80104104426,149.1496179364777,-35.20761756468315
80104104502,149.1213261496796,-35.211704428475436
80104104503,149.13199166918147,-35.225922194795466
80104104504,149.13872753991407,-35.21535719940242
80104104601,149.1253124596855,-35.18306396433657
80104104602,149.11828523925507,-35.17863482788766
80104104603,149.12348512829402,-35.17979232446837
80104104604,149.11256511158058,-35.178512964856424
80104104605,149.10912001497383,-35.17469119991651
80104104606,149.10871357491848,-35.1774736648314
80104104607,149.11789172954994,-35.18194047335497
80104104609,149.10047192475042,-35.16996875086395
80104104612,149.1194144943308,-35.17522854674365
80104104613,149.1212789494996,-35.17660369085806
80104104614,149.12056537455027,-35.180243709686906
80104104616,149.10687600991935,-35.17511721256693
80104104617,149.1087452297524,-35.164426611500815
80104104618,149.11016485715885,-35.16161175440415
80104104619,149.11278329978666,-35.16375039388607
80104104620,149.1134353194778,-35.16757819244922
80104104621,149.11454253528626,-35.16950188474175
80104104622,149.11152032419272,-35.17369184495808
80104104623,149.1153556597387,-35.17425551595167
80104104624,149.12068930972015,-35.18321766157036
80104104625,149.11234336874094,-35.18085408495034
80104104626,149.11003600820436,-35.168587849671454
80104104627,149.10293684439787,-35.169332654711866
80104104628,149.10510738971996,-35.17071367983913
80104104629,149.10297109536302,-35.175093224417026
80104104630,149.10036541420217,-35.17377748899479
80104104631,149.10598114416592,-35.16337705638527
80104104632,149.10341349497924,-35.16263980362345
80104104633,149.10489904884602,-35.159010314857156
80104104634,149.1035858879704,-35.16664700472277
80104104635,149.10409275967453,-35.17312657443008
80104104636,149.1078579844076,-35.1711114796687
80104104637,149.10728545483934,-35.16763254289534
80104104701,149.10778404497484,-35.18539652930049
80104104702,149.09348505933755,-35.18572380587053
80104104703,149.09904515843243,-35.19145720967246
80104104704,149.1052024692063,-35.1878443578899
80104104705,149.1029375396939,-35.186849712839816
80104104706,149.09779812883312,-35.18014238483793
80104104707,149.09863743468458,-35.18863140901919
80104104708,149.10075691347765,-35.19579623497975
80104104709,149.11207810432236,-35.18732113249579
80104104710,149.09938565675606,-35.185686964571715
80104104711,149.10293304452424,-35.182523456393795
80104104712,149.10612083039598,-35.179751299737035
80104104713,149.1078079769923,-35.18237063963706
80104104714,149.08109841985356,-35.18326296056204
80104104715,149.08914032332996,-35.1826494697782
80104104716,149.0851096446339,-35.182679184741154
80104104717,149.09162867283666,-35.19348639936105
80104104718,149.08650929440668,-35.1891303196764
80104104719,149.08900729541278,-35.1795238145313
80104104801,149.1209700871453,-35.19125553997956
80104104802,149.11676198219746,-35.198028679328196
80104104803,149.12280836989837,-35.19010364445877
80104104804,149.12224324514304,-35.1959205100097
80104104805,149.12236943598256,-35.19877136476614
80104104806,149.12818345467227,-35.197312603305505
80104104807,149.12632909477063,-35.19620552973556
80104104808,149.11959941163371,-35.18845851938863
80104104809,149.11434322427758,-35.19116741096314
80104104810,149.11016361928037,-35.19632819942532
80104104811,149.11322040922417,-35.19634840443158
80104104812,149.12368608411808,-35.19321971930219
80104104813,149.11858026935062,-35.19532238838995
80104104814,149.11701302987836,-35.19362524269526
80104111601,149.17184342980656,-35.18368637987817
80104111702,149.08296749056635,-35.154195769607895
80104111801,149.1293346277425,-35.16081350999292
80104111803,149.13079150469054,-35.1516024315786
80104111901,149.16519521847607,-35.2155834900138
80104112001,149.10805764216602,-35.157947179944514
80104112003,149.11136134215042,-35.15710349936497
80104112005,149.12002421415178,-35.15918825164685
80104112006,149.1156475196796,-35.158312278558874
80104112007,149.1223965094086,-35.15955843054327
80104112008,149.12048610361632,-35.15449828004163
80104112009,149.11409729968872,-35.1546229355065
80104112010,149.1091453627362,-35.1549153594688
80104112011,149.11827373453124,-35.16260793250604
80104112012,149.12316590477135,-35.156085360621105
80104112013,149.11560628970304,-35.162134049568095
80104112014,149.11979403972487,-35.16417433269708
80104112015,149.1173568753247,-35.15587743450367
80104112102,149.10647804187545,-35.148499169699406
80104112103,149.11756177924437,-35.14406154679534
80104112104,149.10348153966703,-35.14243614552741
80104112105,149.11145695343936,-35.14378991966351
80104112106,149.10012601048396,-35.144922999920766
80104112107,149.10651190476838,-35.152704109773744
80104112108,149.1032272095421,-35.15144178063483
80104112109,149.0974937248176,-35.15105036285
80104112110,149.11905883873337,-35.14970419999816
80104112111,149.1003026147773,-35.14818709552489
80104112112,149.1111488537548,-35.15085330985533
80104112113,149.09670145565278,-35.146386945047865
80104112114,149.10019489060502,-35.152294714941405
80104112115,149.11249408538433,-35.14701921450856
80104112202,149.15691184066475,-35.18344451970697
80104112203,149.16281768424452,-35.19239059748804
80104112204,149.16254436373447,-35.1889990443875
80104112205,149.16641529412527,-35.197281606854425
80104112206,149.16567640465124,-35.193206302614925
80104112207,149.16417121451067,-35.197285138505116
80104112208,149.1627243043707,-35.18551904057476
80104112209,149.16614339475,-35.18883536404135
80105104901,149.1163769642667,-35.28225809538645
80105104902,149.11359002464104,-35.27305215150939
80105104903,149.11878217469388,-35.29016948488271
80105104904,149.10051877818069,-35.2887319796992
80105105001,149.14543816978383,-35.25809263629526
80105105002,149.1485454737926,-35.26880049947706
80105105003,149.1546943350129,-35.26130416665454
80105105004,149.15688679922792,-35.254278613557915
80105105005,149.1536052292405,-35.257498008889165
80105105006,149.14527651974507,-35.27335274451448
80105105007,149.1432549797758,-35.27110453494661
80105105008,149.14217061980307,-35.25822824356877
80105105011,149.1502125547204,-35.25986028391689
80105105012,149.15235986062615,-35.25354745934288
80105105013,149.1424186680092,-35.26728142479616
80105105014,149.1481905116946,-35.25546397940578
80105105015,149.13898996835127,-35.259494524490314
80105105016,149.14418301402443,-35.2638594897146
80105105017,149.13889313176028,-35.26338407474641
80105105018,149.14390750970992,-35.261893029478756
80105105101,149.13545530971072,-35.27738431461002
80105105102,149.13945628740856,-35.27591105447235
80105105105,149.13090647916545,-35.2731089835749
80105105109,149.13507626467822,-35.264367581725345
80105105110,149.13274237958635,-35.26987005033595
80105105111,149.13497976944703,-35.27219353671215
80105105112,149.133961969247,-35.26337422483672
80105105113,149.1342710346205,-35.26795801634918
80105105114,149.1321946596896,-35.26501759481541
80105105115,149.1386173453748,-35.27295002427835
80105105116,149.13298099458368,-35.26781815966864
80105105117,149.13713104500798,-35.26824906644702
80105105118,149.13309646492863,-35.26193964447333
80105105119,149.1321269842094,-35.27324222693399
80105105120,149.13343981989482,-35.27340161542352
80105105301,149.12540228133238,-35.28458248472271
80105105302,149.12533515292614,-35.28136411934593
80105105305,149.12428160426936,-35.27797909455361
80105105306,149.13552498933228,-35.28361567982549
80105105307,149.1249871635514,-35.2765909994804
80105105308,149.1258031967488,-35.276006504337985
80105105311,149.125603489583,-35.278550223482604
80105105312,149.13266441570119,-35.280186499398496
80105105313,149.12800650003604,-35.27750615830415
80105105314,149.13203496977485,-35.284398122578
80105105404,149.14186727130803,-35.25453951944478
80105105405,149.15093658066976,-35.2502793993474
80105105406,149.14366536433351,-35.25176699988548
80105105407,149.1361724815144,-35.25425345454818
80105105408,149.1346997591831,-35.2578898623974
80105105409,149.13709101787558,-35.25102904462412
80105105410,149.13711531460908,-35.25772787089542
80105105501,149.14678286242417,-35.247210514454345
80105105502,149.14335325546787,-35.23873850432569
80105105503,149.1405623866111,-35.242064999990376
80105105504,149.13680201817056,-35.24639106968448
80105105505,149.1457162316019,-35.24445550448775
80105105506,149.13972446416525,-35.24681354140149
80105105507,149.15130301425395,-35.245274564580704
80105105508,149.14594302027854,-35.241343999808166
80105105509,149.13718469149842,-35.242764039512195
80105105601,149.15805768762374,-35.24760818470654
80105105602,149.16036501312595,-35.249885049277886
80105105603,149.1665321972831,-35.248632359554946
80105105604,149.16192531670586,-35.244186924405376
80105105605,149.16376946276276,-35.25574491985418
80105105606,149.1668758442017,-35.252602884824206
80105105607,149.16666016499028,-35.24382236348317
80105105701,149.13403719686383,-35.23694008984834
80105105702,149.1238800034385,-35.241317154455864
80105105703,149.12348524956664,-35.23829343637273
80105105704,149.12130713773487,-35.23545846942562
80105105705,149.11786302478336,-35.239895464286064
80105105706,149.12261106123444,-35.24416352450168
80105105708,149.1214173942579,-35.24715249775651
80105105709,149.12784735989015,-35.25179431127284
80105105711,149.1326696142517,-35.25036360767281
80105105712,149.13202748950349,-35.257191821793306
80105105713,149.12469436487106,-35.2500386376464
80105105714,149.1259985848146,-35.24737968862514
80105105715,149.13017582454768,-35.256364457342485
80105105801,149.11898466753533,-35.26095002435637
80105105802,149.12381991872238,-35.25432760453953
80105105803,149.12693742220293,-35.258402549965524
80105105804,149.12049662288834,-35.25754346962971
80105105805,149.1196700299948,-35.25369848428786
