sa1_code_2021,pairs,pairs_within_10_min,pairs_within_15_min,pct_within_10_min,pct_within_15_min,lon,lat
80101102103,1,0,0,0.0,0.0,149.07147960923584,-35.21916450152207
80101102104,1,0,0,0.0,0.0,149.07663494812496,-35.21492112432612
80101102105,2,0,0,0.0,0.0,149.08211979445014,-35.213705199527126
80101102202,1,0,0,0.0,0.0,149.05562004962582,-35.20509285592264
80101102203,1,1,1,1.0,1.0,149.05123014722395,-35.21516947989179
80101102204,1,0,1,0.0,1.0,149.05097786615624,-35.208328494941405
80101102205,1,1,1,1.0,1.0,149.05370775377816,-35.211686039407326
80101102206,2,0,0,0.0,0.0,149.0579649345883,-35.20667330890422
80101102207,1,0,1,0.0,1.0,149.06105009961698,-35.20854560695168
80101102301,1,0,0,0.0,0.0,149.0457469870366,-35.23680802972454
80101102304,2,0,0,0.0,0.0,149.05066302461546,-35.23783633897715
80101102306,1,0,0,0.0,0.0,149.04959747446642,-35.24165711691409
80101102402,2,0,0,0.0,0.0,149.03705922990522,-35.23104751340256
80101102404,1,0,0,0.0,0.0,149.0371712588043,-35.239282534826735
80101102406,1,0,0,0.0,0.0,149.03774111678285,-35.23566100446925
80101102502,1,0,0,0.0,0.0,149.06302910974748,-35.20245821578356
80101102503,3,0,0,0.0,0.0,149.0663380549948,-35.204418511421146
80101102504,1,0,0,0.0,0.0,149.06712529269575,-35.195198954454376
80101102505,1,0,0,0.0,0.0,149.0689114516027,-35.199361034721775
80101102506,1,0,0,0.0,0.0,149.05998747438255,-35.19577071280815
80101102601,1,0,0,0.0,0.0,149.05123255560724,-35.25591302430803
80101102603,2,0,0,0.0,0.0,149.04704073352224,-35.25368249983694
80101102604,1,0,0,0.0,0.0,149.05200767323836,-35.251392959863466
80101102606,1,0,0,0.0,0.0,149.04866856975028,-35.24608305936409
80101102607,1,0,0,0.0,0.0,149.05351686447526,-35.245826649881266
80103111301,1,0,0,0.0,0.0,149.2271712448739,-35.340004089677706
80103111302,1,0,0,0.0,0.0,149.15423702426128,-35.34777249991588
80103111401,1,0,0,0.0,0.0,149.1964887527455,-35.30340674985286
80104103401,1,0,0,0.0,0.0,149.12693747520348,-35.17062250462062
80104103402,1,0,0,0.0,0.0,149.11993898109932,-35.17181365482829
80104103403,1,0,0,0.0,0.0,149.12320956379247,-35.17069346992741
80104103404,1,0,0,0.0,0.0,149.13670733933287,-35.16748892669012
80104103405,1,0,0,0.0,0.0,149.13408582985664,-35.16671495677106
80104103406,1,0,0,0.0,0.0,149.12510866518517,-35.17608737967306
80104103407,1,0,0,0.0,0.0,149.11952868996636,-35.16773579997759
80104103408,1,0,0,0.0,0.0,149.13007831871178,-35.166655984415954
80104103409,1,0,0,0.0,0.0,149.12599323444883,-35.16388580632557
80104103410,1,0,0,0.0,0.0,149.13023314963917,-35.16983900947419
80104103411,1,0,0,0.0,0.0,149.13659058080378,-35.17156248939212
80104103412,1,0,0,0.0,0.0,149.132202174097,-35.17423633932718
80104103413,1,0,0,0.0,0.0,149.127262003278,-35.17413931432002
80104103414,1,0,0,0.0,0.0,149.12197441710768,-35.16885746492125
80104103501,1,0,0,0.0,0.0,149.14057006091863,-35.16429628992391
80104103505,2,0,0,0.0,0.0,149.14698267379453,-35.15909559466002
80104103506,1,0,0,0.0,0.0,149.13657877963593,-35.16397235589914
80104103507,1,0,0,0.0,0.0,149.1380682016483,-35.15557571433045
80104103508,1,0,0,0.0,0.0,149.14224035422188,-35.1560341069824
80104103509,1,0,0,0.0,0.0,149.13438592375542,-35.161622004431635
80104103510,1,0,0,0.0,0.0,149.14490153240274,-35.155951994597814
80104103511,2,0,0,0.0,0.0,149.1388692698114,-35.15932123634103
80104103512,1,0,0,0.0,0.0,149.1378416537202,-35.152526009701575
80104103513,1,0,0,0.0,0.0,149.1416646446176,-35.1524674993315
80104103514,1,0,0,0.0,0.0,149.1476196053821,-35.151458499882246
80104103515,1,0,0,0.0,0.0,149.14713625875865,-35.15385450004721
80104103516,1,0,0,0.0,0.0,149.13661685023766,-35.157779599648165
80104103517,1,0,0,0.0,0.0,149.15273499978375,-35.15166020367344
80104103518,1,0,0,0.0,0.0,149.1490364345364,-35.15652815590207
80104103519,1,0,0,0.0,0.0,149.14053386420252,-35.15657395082699
80104103520,1,0,0,0.0,0.0,149.1383037542889,-35.16314086547488
80104103522,1,0,0,0.0,0.0,149.1427153581913,-35.1611823698468
80104103601,1,0,0,0.0,0.0,149.09030897492073,-35.17617189995739
80104103604,1,0,0,0.0,0.0,149.09910350490844,-35.16483899292281
80104103615,1,0,0,0.0,0.0,149.09658045977054,-35.156849001861296
80104103708,1,0,0,0.0,0.0,149.10697503929794,-35.19787292974634
80104103714,1,0,0,0.0,0.0,149.11372727014847,-35.20479590448197
80104103804,2,0,0,0.0,0.0,149.1474154641321,-35.16914918562454
80104103805,1,0,0,0.0,0.0,149.15280352417196,-35.15727120737774
80104103806,2,0,0,0.0,0.0,149.15039499985974,-35.169428599381106
80104103807,1,0,0,0.0,0.0,149.1459857064242,-35.16332323478993
80104103808,2,0,0,0.0,0.0,149.1457160276843,-35.174475149512695
80104103809,2,0,0,0.0,0.0,149.14391358950775,-35.16608627496892
80104103810,2,0,0,0.0,0.0,149.14889761248568,-35.17295906432727
80104103811,1,0,0,0.0,0.0,149.14413514459957,-35.16911774958007
80104103812,1,0,0,0.0,0.0,149.14877576679717,-35.16109550444771
80104103813,2,0,0,0.0,0.0,149.1441877975533,-35.1771514295116
80104103814,2,0,0,0.0,0.0,149.1414268794265,-35.17528121939292
80104103815,2,0,0,0.0,0.0,149.14078358417345,-35.16892498333377
80104103907,1,0,0,0.0,0.0,149.14459319915622,-35.195715034849364
80104103908,1,0,0,0.0,0.0,149.14275330482556,-35.200730559501814
80104103910,1,1,1,1.0,1.0,149.14742949042693,-35.19891189989298
80104103912,1,0,0,0.0,0.0,149.14195352664325,-35.20408683999472
80104103914,1,0,0,0.0,0.0,149.137177729555,-35.19974413434663
80104103915,1,0,0,0.0,0.0,149.14587400451185,-35.19075480482598
80104103916,1,0,1,0.0,1.0,149.14978533932754,-35.19552521152708
80104103918,1,0,0,0.0,0.0,149.14429250967444,-35.188400569336906
80104103919,1,0,0,0.0,0.0,149.1349820125403,-35.20415144445896
80104103921,1,1,1,1.0,1.0,149.14830210491075,-35.20192102770918
80104103922,1,0,1,0.0,1.0,149.1457047035219,-35.20150429436267
80104103923,1,0,0,0.0,0.0,149.1416322801145,-35.199052664538165
80104103924,1,0,0,0.0,0.0,149.14376278662607,-35.2055440844476
80104103925,1,0,0,0.0,0.0,149.13749971449892,-35.20545181132927
80104103927,1,0,0,0.0,0.0,149.14755867445297,-35.19514359837257
80104104001,2,0,0,0.0,0.0,149.1375122217426,-35.18241175996241
80104104002,1,0,0,0.0,0.0,149.13730399585302,-35.17586137992542
80104104005,1,0,0,0.0,0.0,149.14326818950204,-35.18242626653511
80104104006,2,0,0,0.0,0.0,149.14063223421775,-35.18276757993697
80104104007,1,0,0,0.0,0.0,149.1471518741732,-35.18344594479564
80104104008,1,0,0,0.0,0.0,149.15210832066848,-35.18419076936923
80104104013,1,0,0,0.0,0.0,149.14092417949857,-35.17951013786475
80104104014,2,0,0,0.0,0.0,149.1300803354296,-35.17820985941912
80104104015,2,0,0,0.0,0.0,149.137947809434,-35.17906103867626
80104104017,1,0,0,0.0,0.0,149.1471317078934,-35.186504439552166
80104104019,1,0,0,0.0,0.0,149.1280412531594,-35.18728781446225
80104104022,1,0,0,0.0,0.0,149.13338702410894,-35.18591646987984
80104104024,1,0,0,0.0,0.0,149.13496183637903,-35.178811409643615
80104104025,1,0,0,0.0,0.0,149.15067239961942,-35.187601462438714
80104104026,1,0,0,0.0,0.0,149.13463097967332,-35.18182822692736
80104104027,1,0,0,0.0,0.0,149.13608388876276,-35.18459967987192
80104104401,1,0,0,0.0,0.0,149.1530789898589,-35.188298970537495
80104104402,1,0,0,0.0,0.0,149.15726433419235,-35.18783650233906
80104104404,2,0,0,0.0,0.0,149.15826914744835,-35.19651695497947
80104104405,1,0,0,0.0,0.0,149.16224590926112,-35.19816176933056
80104104409,1,0,0,0.0,0.0,149.15918323625058,-35.193401254733104
80104104410,1,1,1,1.0,1.0,149.14893815435275,-35.204941328695284
80104104411,1,0,1,0.0,1.0,149.1574230745879,-35.19984415235999
80104104412,1,0,0,0.0,0.0,149.15311654392934,-35.191485020016344
80104104413,1,0,0,0.0,0.0,149.16087599282585,-35.20090826992001
80104104414,1,0,1,0.0,1.0,149.15082032250234,-35.20522500436321
80104104415,1,1,1,1.0,1.0,149.1510424345496,-35.2026630183978
80104104416,1,0,0,0.0,0.0,149.15737699460706,-35.20798827832449
80104104417,1,0,0,0.0,0.0,149.1612097816326,-35.20599150981548
80104104418,1,1,1,1.0,1.0,149.15126398964142,-35.19603695872108
80104104419,1,1,1,1.0,1.0,149.15009810935328,-35.19996885135266
80104104420,1,0,1,0.0,1.0,149.1540820253489,-35.19307117980068
80104104421,1,1,1,1.0,1.0,149.1494109394834,-35.20293553380081
80104104423,1,0,0,0.0,0.0,149.15605031498478,-35.191213494716564
80104104424,1,0,0,0.0,0.0,149.1542405842848,-35.207933499795026
80104104426,1,0,1,0.0,1.0,149.1496179364777,-35.20761756468315
80104104602,1,0,0,0.0,0.0,149.11828523925507,-35.17863482788766
80104104603,1,0,0,0.0,0.0,149.12348512829402,-35.17979232446837
80104104612,1,0,0,0.0,0.0,149.1194144943308,-35.17522854674365
80104104613,1,0,0,0.0,0.0,149.1212789494996,-35.17660369085806
80104104614,1,0,0,0.0,0.0,149.12056537455027,-35.180243709686906
80104104631,1,0,0,0.0,0.0,149.10598114416592,-35.16337705638527
80104111601,1,0,0,0.0,0.0,149.17184342980656,-35.18368637987817
80104111801,1,0,0,0.0,0.0,149.1293346277425,-35.16081350999292
80104112001,1,0,0,0.0,0.0,149.10805764216602,-35.157947179944514
80104112003,1,0,0,0.0,0.0,149.11136134215042,-35.15710349936497
80105105001,4,1,2,0.25,0.5,149.14543816978383,-35.25809263629526
80105105002,2,0,0,0.0,0.0,149.1485454737926,-35.26880049947706
80105105004,1,0,0,0.0,0.0,149.15688679922792,-35.254278613557915
80105105005,3,1,1,0.3333333333333333,0.3333333333333333,149.1536052292405,-35.257498008889165
80105105006,2,0,0,0.0,0.0,149.14527651974507,-35.27335274451448
80105105007,2,0,0,0.0,0.0,149.1432549797758,-35.27110453494661
80105105008,2,1,1,0.5,0.5,149.14217061980307,-35.25822824356877
80105105011,4,0,1,0.0,0.25,149.1502125547204,-35.25986028391689
80105105012,2,1,1,0.5,0.5,149.15235986062615,-35.25354745934288
80105105013,4,0,0,0.0,0.0,149.1424186680092,-35.26728142479616
80105105014,3,1,1,0.3333333333333333,0.3333333333333333,149.1481905116946,-35.25546397940578
80105105016,1,0,0,0.0,0.0,149.14418301402443,-35.2638594897146
80105105017,2,0,0,0.0,0.0,149.13889313176028,-35.26338407474641
80105105102,2,0,0,0.0,0.0,149.13945628740856,-35.27591105447235
80105105109,1,0,0,0.0,0.0,149.13507626467822,-35.264367581725345
80105105110,1,0,0,0.0,0.0,149.13274237958635,-35.26987005033595
80105105111,2,0,0,0.0,0.0,149.13497976944703,-35.27219353671215
80105105112,1,0,0,0.0,0.0,149.133961969247,-35.26337422483672
80105105115,1,0,0,0.0,0.0,149.1386173453748,-35.27295002427835
80105105116,1,0,0,0.0,0.0,149.13298099458368,-35.26781815966864
80105105117,1,0,0,0.0,0.0,149.13713104500798,-35.26824906644702
80105105302,1,0,0,0.0,0.0,149.12533515292614,-35.28136411934593
80105105404,3,2,2,0.6666666666666666,0.6666666666666666,149.14186727130803,-35.25453951944478
80105105405,1,0,1,0.0,1.0,149.15093658066976,-35.2502793993474
80105105406,2,0,1,0.0,0.5,149.14366536433351,-35.25176699988548
80105105501,3,0,0,0.0,0.0,149.14678286242415,-35.247210514454345
80105105503,3,0,0,0.0,0.0,149.1405623866111,-35.242064999990376
80105105504,3,0,0,0.0,0.0,149.13680201817056,-35.24639106968448
80105105506,1,0,0,0.0,0.0,149.13972446416523,-35.24681354140149
80105105507,2,0,0,0.0,0.0,149.15130301425395,-35.245274564580704
80105105508,3,0,0,0.0,0.0,149.14594302027854,-35.241343999808166
80105105509,2,0,0,0.0,0.0,149.13718469149842,-35.242764039512195
80105105601,2,0,0,0.0,0.0,149.15805768762374,-35.24760818470654
80105105602,3,0,0,0.0,0.0,149.16036501312595,-35.249885049277886
80105105603,1,0,0,0.0,0.0,149.1665321972831,-35.248632359554946
80105105604,3,0,0,0.0,0.0,149.16192531670586,-35.244186924405376
80105105605,3,0,0,0.0,0.0,149.16376946276276,-35.25574491985418
80105105606,1,0,0,0.0,0.0,149.1668758442017,-35.252602884824206
80105105607,2,0,0,0.0,0.0,149.16666016499028,-35.24382236348317
80105105701,1,0,0,0.0,0.0,149.13403719686383,-35.23694008984834
80105105702,1,0,0,0.0,0.0,149.1238800034385,-35.241317154455864
80105105703,1,0,0,0.0,0.0,149.12348524956664,-35.23829343637273
80105105704,1,0,0,0.0,0.0,149.12130713773487,-35.23545846942562
80105105705,1,0,0,0.0,0.0,149.11786302478336,-35.239895464286064
80105105708,1,0,1,0.0,1.0,149.1214173942579,-35.24715249775651
80105105709,1,1,1,1.0,1.0,149.12784735989015,-35.25179431127284
80105105711,1,0,0,0.0,0.0,149.1326696142517,-35.25036360767281
80105105712,1,0,0,0.0,0.0,149.13202748950349,-35.257191821793306
80105105713,1,1,1,1.0,1.0,149.12469436487106,-35.2500386376464
80105105714,1,1,1,1.0,1.0,149.1259985848146,-35.24737968862514
80105105715,1,0,0,0.0,0.0,149.13017582454768,-35.256364457342485
80105105801,2,0,0,0.0,0.0,149.11898466753533,-35.26095002435637
80105105802,1,1,1,1.0,1.0,149.12381991872238,-35.25432760453953
80105105803,1,0,1,0.0,1.0,149.12693742220293,-35.258402549965524
80105105804,2,0,1,0.0,0.5,149.12049662288834,-35.25754346962971
80105105805,1,1,1,1.0,1.0,149.1196700299948,-35.25369848428786
80105105806,1,1,1,1.0,1.0,149.12071765695725,-35.25109209979035
80105105807,1,0,1,0.0,1.0,149.117525316627,-35.24986263991522
80105105808,2,0,0,0.0,0.0,149.11298153461368,-35.256441730297205
80105105809,1,0,1,0.0,1.0,149.11814249066822,-35.255507984453445
80105105812,1,0,0,0.0,0.0,149.11260687964804,-35.26235500466093
80105106006,1,0,0,0.0,0.0,149.1220051197275,-35.2691928073315
80105106101,1,0,0,0.0,0.0,149.1529580981812,-35.24159385998561
80105106107,1,0,0,0.0,0.0,149.15675100000811,-35.243448968379354
80105106108,1,0,0,0.0,0.0,149.15945406752897,-35.239944694338604
80105106109,1,0,0,0.0,0.0,149.15746472946765,-35.236861369752106
80105106110,1,0,0,0.0,0.0,149.15017521355074,-35.23327419934054
80105106112,1,0,0,0.0,0.0,149.15046616978643,-35.23931772960524
80105106114,1,0,0,0.0,0.0,149.1562389441265,-35.22921291842207
80105106119,2,0,0,0.0,0.0,149.15672043033896,-35.2323484143453
80105112401,2,1,1,0.5,0.5,149.1529079685951,-35.291852854804056
80105112402,1,0,0,0.0,0.0,149.14957365222912,-35.28542499439212
80105112403,1,0,1,0.0,1.0,149.1562350373533,-35.28579725971564
80105112404,1,1,1,1.0,1.0,149.150876579497,-35.28865108961429
80105112405,2,1,1,0.5,0.5,149.1491325542718,-35.27792906478204
80105112406,1,1,1,1.0,1.0,149.1596739041436,-35.28953284268539
80105112407,1,0,1,0.0,1.0,149.14754385943732,-35.289858567942
80105112501,2,0,0,0.0,0.0,149.16573376837036,-35.299372324356554
80105112701,2,0,0,0.0,0.0,149.14119817644,-35.27872652998508
80105112702,2,0,0,0.0,0.0,149.13739955414133,-35.28045641950963
80105112703,1,0,0,0.0,0.0,149.1399610489701,-35.2853275545014
80105112704,1,0,0,0.0,0.0,149.14299099365982,-35.28154850453168
80106106202,2,0,0,0.0,0.0,149.11350130702357,-35.314031799953064
80106106204,2,0,0,0.0,0.0,149.10076326097348,-35.31604989425988
80106106205,3,0,0,0.0,0.0,149.1090890967583,-35.31681192983234
80106106206,2,0,0,0.0,0.0,149.1031846213128,-35.32438070954766
80106106207,1,0,0,0.0,0.0,149.1028732589471,-35.318479999415274
80106106208,2,0,0,0.0,0.0,149.10087906818663,-35.32022998457781
80106106209,2,0,0,0.0,0.0,149.1091931333464,-35.32020065422335
80106106301,2,2,2,1.0,1.0,149.12988541987752,-35.31574457942962
80106106302,1,1,1,1.0,1.0,149.12521968886944,-35.31990926973802
80106106303,2,1,1,0.5,0.5,149.1215467498622,-35.314924484272375
80106106304,2,0,1,0.0,0.5,149.1186582179644,-35.31984926965145
80106106401,2,0,1,0.0,0.5,149.13898506444812,-35.3188179918272
80106106402,3,0,0,0.0,0.0,149.1385712420378,-35.32378649924877
80106106403,1,0,0,0.0,0.0,149.14227614040786,-35.3270478745249
80106106405,3,0,0,0.0,0.0,149.13525518482834,-35.33016626773862
80106106407,1,0,0,0.0,0.0,149.1381783395938,-35.32855073536728
80106106410,1,0,1,0.0,1.0,149.13711407493395,-35.31856170187923
80106106411,3,0,0,0.0,0.0,149.1418420430215,-35.32007002934928
80106106413,3,0,0,0.0,0.0,149.1301131697515,-35.323644477905006
80106106415,2,0,1,0.0,0.5,149.13325386503774,-35.33434100992148
80106106416,2,0,0,0.0,0.0,149.13101076458676,-35.32910596148111
80106106701,3,0,0,0.0,0.0,149.1555425018462,-35.334212324267426
80106106702,2,0,0,0.0,0.0,149.15206180680138,-35.332794994315535
80106106703,2,0,0,0.0,0.0,149.14938878433358,-35.33079047295004
80106106704,3,0,0,0.0,0.0,149.15184105929504,-35.32763193879347
80106106705,3,0,0,0.0,0.0,149.15433994604,-35.33103677985584
80106106706,3,0,0,0.0,0.0,149.15636837429096,-35.32907862926041
80106106707,2,0,0,0.0,0.0,149.14787967574165,-35.341623929703125
80106106708,2,0,1,0.0,0.5,149.13820794177735,-35.33880049467615
80106106709,3,0,0,0.0,0.0,149.14094749886502,-35.33378799924154
80106106710,2,0,0,0.0,0.0,149.14614240405078,-35.33689948946436
80106106712,2,0,0,0.0,0.0,149.14274523705603,-35.3398904996675
80106106713,2,0,0,0.0,0.0,149.13840679734022,-35.335147529596846
80106106714,2,0,0,0.0,0.0,149.14212921465497,-35.330285964535165
80106106715,3,0,0,0.0,0.0,149.14484291194057,-35.331998484734804
80106106716,2,0,0,0.0,0.0,149.14677512972622,-35.32702160285332
80106106717,2,0,0,0.0,0.0,149.15562712404434,-35.33672689976131
80106106719,2,0,0,0.0,0.0,149.1421435113427,-35.344329949692415
80106106901,2,0,1,0.0,0.5,149.12903684700566,-35.344764114326665
80106106903,2,0,0,0.0,0.0,149.12460875452615,-35.34136842650956
80106106904,1,0,0,0.0,0.0,149.1294060815369,-35.34165733455362
80106106905,2,1,1,0.5,0.5,149.1350783550579,-35.34162600491216
80106106906,2,1,1,0.5,0.5,149.1318052445055,-35.3381405392453
80106106907,2,0,0,0.0,0.0,149.1279415293831,-35.33638551745077
80106106909,2,0,0,0.0,0.0,149.12407244503024,-35.3356905154503
80106107003,1,0,0,0.0,0.0,149.09868017922074,-35.302330598777246
80106107005,2,0,0,0.0,0.0,149.10306937824166,-35.307321469366954
80106107007,1,0,0,0.0,0.0,149.10935147938147,-35.30926489253566
80106107008,2,0,0,0.0,0.0,149.1162178968844,-35.302716239919484
80106112901,2,1,1,0.5,0.5,149.1321362781793,-35.311211064858455
80106112902,2,1,1,0.5,0.5,149.13739010476286,-35.31290690579323
80106112903,2,0,0,0.0,0.0,149.13464039042427,-35.30666517456743
80106113103,3,0,0,0.0,0.0,149.14472953826348,-35.319086484279715
80106113107,2,0,0,0.0,0.0,149.13989909845313,-35.31560856928225
80106113108,1,0,1,0.0,1.0,149.14179654964065,-35.31299444148513
