sa1_code_2021,school,walk_time_sec,walk_time_min,within_10_min,within_15_min,within_20_min,lon,lat
80101101609,University of Canberra High School Kaleen,812.2490975200838,13.537484958668063,0,1,1,149.09526390416153,-35.23222096578067
80101101611,University of Canberra High School Kaleen,757.063845292929,12.617730754882151,0,1,1,149.10059359436914,-35.23076750585804
80101101612,University of Canberra High School Kaleen,1054.357544368731,17.57262573947885,0,0,1,149.10834899635535,-35.2201722893352
80101101613,University of Canberra High School Kaleen,563.7462287331018,9.39577047888503,1,1,1,149.10399094731517,-35.221711724835885
80101101619,Dickson College,3469.385845695918,57.8230974282653,0,0,0,149.10411814426786,-35.22871103997755
80101101619,University of Canberra High School Kaleen,593.6585710051014,9.89430951675169,1,1,1,149.10411814426786,-35.22871103997755
80101101619,University of Canberra Senior Secondary College Lake Ginninderra,4652.572081861155,77.54286803101925,0,0,0,149.10411814426786,-35.22871103997755
80101101701,Canberra High School,5491.506396639591,91.52510661065985,0,0,0,149.0235580039358,-35.21878271983811
80101101702,Belconnen High School,3304.182347575056,55.0697057929176,0,0,0,149.03981388946943,-35.218610621665185
80101101702,Canberra High School,5087.189958138176,84.78649930230293,0,0,0,149.03981388946943,-35.218610621665185
80101101704,Canberra High School,5028.6856169182665,83.81142694863777,0,0,0,149.02929089846714,-35.221349094958526
80101101706,Belconnen High School,5237.447290146645,87.29078816911075,0,0,0,149.03169103970112,-35.20975308475134
80101101706,Canberra High School,7185.069597164287,119.75115995273812,0,0,0,149.03169103970112,-35.20975308475134
80101101706,Melba Copland Secondary School,2878.4275028064903,47.97379171344151,0,0,0,149.03169103970112,-35.20975308475134
80101101902,Canberra High School,7497.18994358824,124.95316572647066,0,0,0,149.00128807184808,-35.21067700933216
80101101907,Canberra High School,6606.663375290214,110.11105625483691,0,0,0,149.019701205841,-35.2123566347617
80101101907,University of Canberra Senior Secondary College Lake Ginninderra,11666.419887396556,194.44033145660927,0,0,0,149.019701205841,-35.2123566347617
80101101908,Melba Copland Secondary School,3439.978452445392,57.3329742074232,0,0,0,149.01627553440397,-35.20728600761311
80101101909,Charnwood-Dunlop School,1382.334150987921,23.03890251646535,0,0,0,149.0243228205855,-35.205719739403385
80101101909,Melba Copland Secondary School,2451.4841948287926,40.85806991381321,0,0,0,149.0243228205855,-35.205719739403385
80101101911,Belconnen High School,4470.379054830045,74.50631758050075,0,0,0,149.01591323127346,-35.21713478428836
80101101913,Belconnen High School,4529.712685698696,75.4952114283116,0,0,0,149.01304734859897,-35.21303748426764
80101101913,Canberra High School,6504.044737230796,108.40074562051328,0,0,0,149.01304734859897,-35.21303748426764
80101101918,Canberra High School,7268.823494492775,121.14705824154626,0,0,0,149.00639755533524,-35.210388569494555
80101102001,Canberra High School,1934.215941581759,32.236932359695984,0,0,0,149.056062064763,-35.25424153634759
80101102002,Canberra High School,1168.444842961428,19.474080716023803,0,0,1,149.0647253194467,-35.2497152619064
80101102004,Canberra High School,1947.488477661665,32.458141294361084,0,0,0,149.05701511439742,-35.249731965337986
80101102005,Canberra High School,451.8624744965555,7.531041241609258,1,1,1,149.0709409165094,-35.25209032489362
80101102006,Canberra High School,933.6974843970414,15.561624739950691,0,0,1,149.06520266442575,-35.25373347034478
80101102007,Canberra High School,1539.3466851570438,25.65577808595073,0,0,0,149.0611460396893,-35.251098088832826
80101102008,Canberra High School,1488.7638435622305,24.812730726037174,0,0,0,149.0598932114648,-35.24651396433202
80101102102,Melba Copland Secondary School,2158.7612189100296,35.97935364850049,0,0,0,149.07590401592773,-35.22279988434195
80101102103,University of Canberra Senior Secondary College Lake Ginninderra,7877.308455773201,131.2884742628867,0,0,0,149.07147960923584,-35.21916450152207
80101102104,Melba Copland Secondary School,1702.6697119593186,28.37782853265531,0,0,0,149.07663494812496,-35.21492112432612
80101102105,Harrison School,7774.37695543076,129.57294925717935,0,0,0,149.08211979445014,-35.213705199527126
80101102105,University of Canberra Senior Secondary College Lake Ginninderra,7837.58063808016,130.62634396800266,0,0,0,149.08211979445014,-35.213705199527126
80101102202,Melba Copland Secondary School,1187.9013127608002,19.798355212680004,0,0,1,149.05562004962582,-35.20509285592264
80101102203,Melba Copland Secondary School,386.8704249227459,6.4478404153790985,1,1,1,149.05123014722395,-35.21516947989179
80101102204,Melba Copland Secondary School,668.5405968189141,11.142343280315234,0,1,1,149.05097786615624,-35.208328494941405
80101102205,Melba Copland Secondary School,494.6231755973587,8.243719593289311,1,1,1,149.05370775377816,-35.211686039407326
80101102206,Melba Copland Secondary School,1078.096471417464,17.9682745236244,0,0,1,149.0579649345883,-35.20667330890422
80101102206,University of Canberra Senior Secondary College Lake Ginninderra,9101.982723077655,151.69971205129426,0,0,0,149.0579649345883,-35.20667330890422
80101102207,Melba Copland Secondary School,686.5693347448228,11.442822245747045,0,1,1,149.06105009961698,-35.20854560695168
80101102301,Belconnen High School,1422.8668618656184,23.714447697760306,0,0,0,149.0457469870366,-35.23680802972454
80101102304,Belconnen High School,1944.516760991654,32.408612683194235,0,0,0,149.05066302461546,-35.23783633897715
80101102304,Canberra High School,2562.580113533131,42.70966855888552,0,0,0,149.05066302461546,-35.23783633897715
80101102306,Belconnen High School,1664.6377185404478,27.743961975674132,0,0,0,149.04959747446642,-35.24165711691409
80101102402,Belconnen High School,1917.338446496875,31.955640774947916,0,0,0,149.03705922990522,-35.23104751340256
80101102402,Canberra High School,3978.334585066988,66.30557641778313,0,0,0,149.03705922990522,-35.23104751340256
80101102404,Belconnen High School,1167.7452919775596,19.46242153295933,0,0,1,149.0371712588043,-35.239282534826735
80101102406,Belconnen High School,1424.855501493318,23.747591691555296,0,0,0,149.03774111678285,-35.23566100446925
80101102502,University of Canberra Senior Secondary College Lake Ginninderra,9075.741223388632,151.26235372314386,0,0,0,149.06302910974748,-35.20245821578356
80101102503,Canberra High School,5339.8378726117935,88.99729787686323,0,0,0,149.0663380549948,-35.204418511421146
80101102503,Melba Copland Secondary School,1316.4748501315908,21.94124750219318,0,0,0,149.0663380549948,-35.204418511421146
80101102503,University of Canberra Senior Secondary College Lake Ginninderra,8808.971755501805,146.8161959250301,0,0,0,149.0663380549948,-35.204418511421146
80101102504,Melba Copland Secondary School,2471.5921651263493,41.19320275210582,0,0,0,149.06712529269575,-35.195198954454376
80101102505,Melba Copland Secondary School,2207.7759665117096,36.79626610852849,0,0,0,149.0689114516027,-35.199361034721775
80101102506,University of Canberra Senior Secondary College Lake Ginninderra,9867.353876078216,164.45589793463694,0,0,0,149.05998747438255,-35.19577071280815
80101102601,Canberra High School,2235.361011445272,37.2560168574212,0,0,0,149.05123255560724,-35.25591302430803
80101102603,Belconnen High School,1075.4919439616,17.924865732693334,0,0,1,149.04704073352224,-35.25368249983694
80101102603,Canberra High School,2772.780131610293,46.213002193504884,0,0,0,149.04704073352224,-35.25368249983694
80101102604,Canberra High School,2371.1994804156484,39.51999134026081,0,0,0,149.05200767323836,-35.251392959863466
80101102606,Canberra High School,2487.114056985049,41.451900949750815,0,0,0,149.04866856975028,-35.24608305936409
80101102607,Canberra High School,2036.321614730667,33.93869357884445,0,0,0,149.05351686447526,-35.245826649881266
80103111301,Telopea Park School,8158.330510005331,135.97217516675553,0,0,0,149.2271712448739,-35.340004089677706
80103111302,Red Hill Primary School,2948.1273305578384,49.13545550929731,0,0,0,149.15423702426128,-35.34777249991588
80103111401,Campbell Primary School,7525.996076345092,125.43326793908486,0,0,0,149.1964887527455,-35.30340674985286
80104103401,Amaroo School,4026.021690555238,67.10036150925397,0,0,0,149.12693747520348,-35.17062250462062
80104103402,Amaroo School,3940.4159092161385,65.67359848693565,0,0,0,149.11993898109932,-35.17181365482829
80104103403,Amaroo School,3934.319544625093,65.57199241041822,0,0,0,149.12320956379247,-35.17069346992741
80104103404,Amaroo School,3358.5162263423217,55.975270439038695,0,0,0,149.13670733933287,-35.16748892669012
80104103405,Amaroo School,3488.111801658267,58.13519669430445,0,0,0,149.13408582985664,-35.16671495677106
80104103406,Amaroo School,4112.475592264921,68.54125987108202,0,0,0,149.12510866518517,-35.17608737967306
80104103407,Amaroo School,4229.198741917998,70.4866456986333,0,0,0,149.11952868996636,-35.16773579997759
80104103408,Amaroo School,3753.57225902948,62.55953765049133,0,0,0,149.13007831871178,-35.166655984415954
80104103409,Amaroo School,4220.712479709969,70.34520799516615,0,0,0,149.12599323444883,-35.16388580632557
80104103410,Amaroo School,3616.9846213314913,60.28307702219152,0,0,0,149.13023314963917,-35.16983900947419
80104103411,Amaroo School,3312.6560998434534,55.210934997390886,0,0,0,149.13659058080378,-35.17156248939212
80104103412,Amaroo School,3898.830413309647,64.98050688849412,0,0,0,149.132202174097,-35.17423633932718
80104103413,Amaroo School,4084.778038326238,68.07963397210396,0,0,0,149.127262003278,-35.17413931432002
80104103414,Amaroo School,4158.9244734552485,69.31540789092081,0,0,0,149.12197441710768,-35.16885746492125
80104103501,Amaroo School,3786.147371022696,63.1024561837116,0,0,0,149.14057006091863,-35.16429628992391
80104103505,Amaroo School,4612.663745876633,76.87772909794388,0,0,0,149.14698267379453,-35.15909559466002
80104103505,Harrison School,4960.985608401864,82.6830934733644,0,0,0,149.14698267379453,-35.15909559466002
80104103506,Amaroo School,3761.1598628704623,62.68599771450771,0,0,0,149.13657877963593,-35.16397235589914
80104103507,Amaroo School,4823.446466742106,80.39077444570177,0,0,0,149.1380682016483,-35.15557571433045
80104103508,Amaroo School,4396.602103750839,73.27670172918064,0,0,0,149.14224035422188,-35.1560341069824
80104103509,Amaroo School,3997.3886289093775,66.6231438151563,0,0,0,149.13438592375542,-35.161622004431635
80104103510,Amaroo School,4587.013631456317,76.45022719093862,0,0,0,149.14490153240274,-35.155951994597814
80104103511,Amaroo School,4112.197201513813,68.5366200252302,0,0,0,149.1388692698114,-35.15932123634103
80104103511,Harrison School,4460.519064039042,74.3419844006507,0,0,0,149.1388692698114,-35.15932123634103
80104103512,Amaroo School,4909.920098658093,81.83200164430154,0,0,0,149.1378416537202,-35.152526009701575
80104103513,Amaroo School,4747.815103405981,79.13025172343302,0,0,0,149.1416646446176,-35.1524674993315
80104103514,Amaroo School,5072.040215332073,84.53400358886788,0,0,0,149.1476196053821,-35.151458499882246
80104103515,Amaroo School,4879.691100902118,81.3281850150353,0,0,0,149.14713625875865,-35.15385450004721
80104103516,Amaroo School,4460.194028561011,74.3365671426835,0,0,0,149.13661685023766,-35.157779599648165
80104103517,Amaroo School,5058.905100793772,84.31508501322953,0,0,0,149.15273499978375,-35.15166020367344
80104103518,Amaroo School,4748.3388988261,79.13898164710167,0,0,0,149.1490364345364,-35.15652815590207
80104103519,Amaroo School,4418.311146650137,73.63851911083562,0,0,0,149.14053386420252,-35.15657395082699
80104103520,Amaroo School,3683.19579995558,61.38659666592633,0,0,0,149.1383037542889,-35.16314086547488
80104103522,Amaroo School,3873.8079492529646,64.56346582088274,0,0,0,149.1427153581913,-35.1611823698468
80104103601,Amaroo School,5487.529163441182,91.45881939068637,0,0,0,149.09030897492073,-35.17617189995739
80104103604,Amaroo School,5999.933638469883,99.99889397449805,0,0,0,149.09910350490844,-35.16483899292281
80104103615,Amaroo School,6207.354518968621,103.45590864947702,0,0,0,149.09658045977054,-35.156849001861296
80104103708,Harrison School,4613.2621963667525,76.8877032727792,0,0,0,149.10697503929794,-35.19787292974634
80104103714,Harrison School,4616.433882883001,76.94056471471669,0,0,0,149.11372727014847,-35.20479590448197
80104103804,Amaroo School,3182.340163193181,53.03900271988635,0,0,0,149.1474154641321,-35.16914918562454
80104103804,Harrison School,3530.662025718412,58.84436709530687,0,0,0,149.1474154641321,-35.16914918562454
80104103805,Amaroo School,4508.992169537253,75.14986949228755,0,0,0,149.15280352417196,-35.15727120737774
80104103806,Amaroo School,3251.485558900796,54.191425981679934,0,0,0,149.15039499985974,-35.169428599381106
80104103806,Harrison School,3599.807421426027,59.996790357100444,0,0,0,149.15039499985974,-35.169428599381106
80104103807,Amaroo School,3840.756396892421,64.01260661487369,0,0,0,149.1459857064242,-35.16332323478993
80104103808,Amaroo School,2591.802250300375,43.19670417167291,0,0,0,149.1457160276843,-35.174475149512695
80104103808,Harrison School,2940.1241128256056,49.00206854709343,0,0,0,149.1457160276843,-35.174475149512695
80104103809,Amaroo School,3487.366379641808,58.122772994030136,0,0,0,149.14391358950775,-35.16608627496892
80104103809,Harrison School,3835.6882421670393,63.92813736945065,0,0,0,149.14391358950775,-35.16608627496892
80104103810,Amaroo School,2787.749219070136,46.46248698450226,0,0,0,149.14889761248568,-35.17295906432727
80104103810,Harrison School,3136.071081595366,52.26785135992277,0,0,0,149.14889761248568,-35.17295906432727
